string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14
KEY;AÑO;PERIODO;ZONA;REGION;COMUNA_INCOIN;DIRECCION;NUMERO;LONGITUD;LATITUD;TIPO DE PROPIEDAD;PROYECTO;DESARROLLADOR;VENDE;CONSTRUYE;NOMBRE TIPOLOGIA;TIPO DE COCINA;TIPO CATEGORIA;INICIO VENTAS;FECHA ENTREGA ESTIMADA;ESTADO OBRA;ESTADO PROYECTO;STOCK INICIAL;OFERTA DEL PERIODO;OFERTA DISPONIBLE;UNIDADES VENDIDAS;TIPOLOGIA;PLAZAS;PRECIO PROMEDIO;SUPERFICIE PROMEDIO;SUP TERRAZA PROMEDIO;SUPERFICIE TERRENO;UF/M² PROMEDIO;UNIDADES/MES (P);UNIDADES/MES (A);MESES PARA AGOTAR STOCK (A);PRECIO MINIMO UF;PRECIO MAXIMO UF;MESES EN VENTA;NRO. PISOS;CANT ESTACIONAMIENTOS;PRECIO ESTACIONAMIENTO;PRECIO BODEGA;PILOTO DISPONIBLE;SALA DE VENTAS EN EL PROYECTO;DESCUENTO PROMEDIO;TIPO DE SUBSIDIO,,,,,,,,,,,,,,
4P 2018 GENERAL MACKENNA 1;2018;4P;CENTRO;RM;SANTIAGO;GENERAL MACKENNA;1555;-33,4332;-70,65978;DEPARTAMENTO;GENERAL MACKENNA 1;ALMAGRO;ALMAGRO;ALMAGRO;3;KITCHENETTE;DUPLEX;01-05-2016;mayo-2019;TERMINACIONES;EN VENTA;12;0;0;1;1D-1B;2;2.812,6;44,38;3,6;-;63,4;0,4;0,3;11;2990;2990;31,7;27;-;370;60;SI;SI;3%;SIN SUBSIDIO,,,,,
4P 2019 GENERAL MACKENNA 1;2019;4P;CENTRO;RM;SANTIAGO;GENERAL MACKENNA;1555;-33,4332;-70,65978;DEPARTAMENTO;GENERAL MACKENNA 1;ALMAGRO;ALMAGRO;ALMAGRO;3;KITCHENETTE;DUPLEX;01-05-2016;abril-2019;ENTREGADO;EN VENTA;12;0;0;0;1D-1B;2;2.920,4;44,38;3,6;-;65,8;0,0;0,3;4;2980;2980;43,8;27;-;370;60;SI;SI;3%;SIN SUBSIDIO,,,,,
4P 2020 GENERAL MACKENNA 1;2020;4P;CENTRO;RM;SANTIAGO;GENERAL MACKENNA;1555;-33,4332;-70,65978;DEPARTAMENTO;GENERAL MACKENNA 1;ALMAGRO;ALMAGRO;ALMAGRO;3;KITCHENETTE;DUPLEX;01-05-2016;abril-2019;ENTREGADO;VENDIDO;12;0;0;0;1D-1B;2;0,0;-;3,6;-;-;0,0;0,2;0;0;0;55,9;27;-;370;60;SI;SI;3%;SIN SUBSIDIO,,,,,,,
1P 2016 EDIFICIO VISTA COVENTRY;2016;1P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;enero-2017;OBRA GRUESA;NUEVO;1;1;0;0;1D-1B;2;5.250,0;75,33;22,98;-;69,7;0,0;0,0;-;5250;5250;1,0;5;-;320;100;-;-;0%;SIN SUBSIDIO,,,,,
1P 2017 EDIFICIO VISTA COVENTRY;2017;1P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;5.080,0;75,33;22,98;-;67,4;0,0;0,0;-;5280;5280;12,8;5;-;320;100;SI;SI;0%;SIN SUBSIDIO,,,,,
1P 2018 EDIFICIO VISTA COVENTRY;2018;1P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;5.151,2;75,33;22,98;-;68,4;0,0;0,0;-;5680;5680;24,6;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
1P 2019 EDIFICIO VISTA COVENTRY;2019;1P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;4.822,2;75,33;22,98;-;64,0;0,0;0,0;-;5130;5130;36,8;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
2P 2016 EDIFICIO VISTA COVENTRY;2016;2P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;enero-2017;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;5.304,0;75,33;22,98;-;70,4;0,0;0,0;-;5504;5504;3,3;5;-;320;100;-;-;0%;SIN SUBSIDIO,,,,,
2P 2017 EDIFICIO VISTA COVENTRY;2017;2P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;4.681,2;75,33;22,98;-;62,1;0,0;0,0;-;5080;5280;15,8;5;-;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
2P 2018 EDIFICIO VISTA COVENTRY;2018;2P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;5.546,0;75,33;22,98;-;73,6;0,0;0,0;-;5900;5900;27,7;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
2P 2019 EDIFICIO VISTA COVENTRY;2019;2P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;4.822,2;75,33;22,98;-;64,0;0,0;0,0;-;5130;5130;40,1;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
3P 2016 EDIFICIO VISTA COVENTRY;2016;3P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;enero-2017;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.880,0;75,33;22,98;-;64,8;0,0;0,0;-;5080;5080;6,4;5;-;320;100;-;-;0%;SIN SUBSIDIO,,,,,
3P 2017 EDIFICIO VISTA COVENTRY;2017;3P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;4.892,7;75,33;22,98;-;65,0;0,0;0,0;-;5405;5405;18,5;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
3P 2018 EDIFICIO VISTA COVENTRY;2018;3P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;5.170,0;75,33;22,98;-;68,6;0,0;0,0;-;5500;5500;30,9;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
3P 2019 EDIFICIO VISTA COVENTRY;2019;3P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;5.238,0;75,33;22,98;-;69,5;0,0;0,0;-;5400;5400;43,3;5;35;320;100;SI;SI;3%;SIN SUBSIDIO,,,,,
4P 2016 EDIFICIO VISTA COVENTRY;2016;4P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;enero-2017;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;5.080,0;75,33;22,98;-;67,4;0,0;0,0;-;5280;5280;9,5;5;-;320;100;-;-;0%;SIN SUBSIDIO,,,,,
4P 2017 EDIFICIO VISTA COVENTRY;2017;4P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;5.230,2;75,33;22,98;-;69,4;0,0;0,0;-;5764;5764;21,7;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
4P 2018 EDIFICIO VISTA COVENTRY;2018;4P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;4.775,2;75,33;22,98;-;63,4;0,0;0,0;-;5280;5280;34,1;5;35;320;100;SI;SI;6%;SIN SUBSIDIO,,,,,
4P 2019 EDIFICIO VISTA COVENTRY;2019;4P;CENTRO;RM;ÑUÑOA;COVENTRY;210;-33,4527;-70,58021;DEPARTAMENTO;EDIFICIO VISTA COVENTRY;CONSTRUCTORAS ASOCIADAS;CONSTRUCTORAS ASOCIADAS;SALVADOR HERNANDEZ;-;AMERICANA;DUPLEX;25-02-2016;agosto-2017;ENTREGADO;VENDIDO;1;0;0;1;1D-1B;2;5.238,0;75,33;22,98;-;69,5;0,3;0,0;0;5400;5400;46,4;5;35;320;100;SI;SI;3%;SIN SUBSIDIO,,,,,
1P 2016 EDIFICIO SELECT LYON 3200;2016;1P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,2;0;0;0;9,2;5;33;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
1P 2017 EDIFICIO SELECT LYON 3200;2017;1P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;TERMINACIONES;VENDIDO;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,1;0;0;0;21,8;5;33;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
2P 2015 EDIFICIO SELECT LYON 3200;2015;2P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;INSTALACION DE FAENAS;NUEVO;2;2;0;0;1D-1B;2;5.780,0;86,41;14,98;-;66,9;0,0;0,0;-;5380;6180;1,0;5;33;330;90;-;-;0%;SIN SUBSIDIO,,,,,
2P 2016 EDIFICIO SELECT LYON 3200;2016;2P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,2;0;0;0;12,3;5;33;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
2P 2017 EDIFICIO SELECT LYON 3200;2017;2P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;ENTREGADO;VENDIDO;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,1;0;0;0;24,7;5;33;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
3P 2015 EDIFICIO SELECT LYON 3200;2015;3P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;INSTALACION DE FAENAS;EN VENTA;2;0;0;1;1D-1B;2;5.590,0;86,41;14,98;-;64,7;0,3;0,2;4;5590;5590;4,0;5;33;330;90;-;-;0%;SIN SUBSIDIO,,,,,
3P 2016 EDIFICIO SELECT LYON 3200;2016;3P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,1;0;0;0;15,4;5;33;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
4P 2015 EDIFICIO SELECT LYON 3200;2015;4P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;OBRA GRUESA;EN VENTA;2;0;0;1;1D-1B;2;5.590,0;86,41;14,98;-;64,7;0,3;0,3;0;5590;5590;7,1;5;33;0;0;-;-;0%;SIN SUBSIDIO,,,,,
4P 2016 EDIFICIO SELECT LYON 3200;2016;4P;CENTRO;RM;ÑUÑOA;RICARDO LYON;3200;-33,4505;-70,60212;DEPARTAMENTO;EDIFICIO SELECT LYON 3200;SANTAFE;SANTAFE;SANTAFE;DUPLEX;AMERICANA;DUPLEX;01-06-2015;diciembre-2016;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;14,98;-;-;0,0;0,1;0;0;0;18,6;5;33;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
1P 2023 EDIFICIO PV1210;2023;1P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2024;INSTALACION DE FAENAS;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;8,0;10;181;490;90;NO;SI;0%;SIN SUBSIDIO,,,,,
1P 2024 EDIFICIO PV1210;2024;1P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2025;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;20,2;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
1P 2025 EDIFICIO PV1210;2025;1P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;mayo-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;6.000,0;45,18;3,94;-;132,8;0,0;0,0;-;6000;6000;32,6;10;181;500;100;NO;NO;0%;SIN SUBSIDIO,,,,,
2P 2023 EDIFICIO PV1210;2023;2P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2025;INSTALACION DE FAENAS;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;11,0;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
2P 2024 EDIFICIO PV1210;2024;2P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;mayo-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;23,6;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
2P 2025 EDIFICIO PV1210;2025;2P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;mayo-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;6.000,0;45,18;3,94;-;132,8;0,0;0,0;-;6000;6000;35,6;10;181;500;100;NO;NO;0%;SIN SUBSIDIO,,,,,
3P 2022 EDIFICIO PV1210;2022;3P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2024;CIERRE DE TERRENO;NUEVO;1;1;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;2,0;10;181;490;90;NO;NO;0%;SIN SUBSIDIO,,,,,
3P 2023 EDIFICIO PV1210;2023;3P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2025;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;14,1;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
3P 2024 EDIFICIO PV1210;2024;3P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;mayo-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;26,5;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
3P 2025 EDIFICIO PV1210;2025;3P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2025;TERMINACIONES;EN VENTA;1;0;1;0;1D-1B;2;6.000,0;45,18;3,94;-;132,8;0,0;0,0;-;6000;6000;38,7;10;181;500;100;NO;NO;0%;SIN SUBSIDIO,,,,,
4P 2022 EDIFICIO PV1210;2022;4P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2024;CIERRE DE TERRENO;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;5,0;10;181;490;90;NO;NO;0%;SIN SUBSIDIO,,,,,
4P 2023 EDIFICIO PV1210;2023;4P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;diciembre-2025;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;5.800,0;45,18;3,94;-;128,4;0,0;0,0;-;5800;5800;17,1;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
4P 2024 EDIFICIO PV1210;2024;4P;CENTRO;RM;PROVIDENCIA;AVENIDA PEDRO DE VALDIVIA;1210;-33,4337;-70,60835;DEPARTAMENTO;EDIFICIO PV1210;ALTURA;ALTURA;ALTURA;TIPO 6;AMERICANA;DUPLEX;10-07-2022;mayo-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;6.000,0;45,18;3,94;-;132,8;0,0;0,0;-;6000;6000;29,6;10;181;500;100;NO;SI;0%;SIN SUBSIDIO,,,,,
1P 2016 EDIFICIO ON-LOFT Y SUITES;2016;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;diciembre-2017;OBRA GRUESA;EN VENTA;8;0;0;1;1D-1B;2;5.225,0;70,36;12,05;-;74,3;0,3;0,1;52;5400;5600;7,4;20;-;320;70;-;-;5%;SIN SUBSIDIO,,,,,
1P 2017 EDIFICIO ON-LOFT Y SUITES;2017;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;OBRA GRUESA;EN VENTA;8;0;0;0;1D-1B;2;4.743,4;70,36;12,05;-;67,4;0,0;0,1;59;4645;5341;19,7;20;-;320;70;SI;SI;5%;SIN SUBSIDIO,,,,,
1P 2018 EDIFICIO ON-LOFT Y SUITES;2018;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;4.840,0;70,36;12,05;-;68,8;0,0;0,1;53;5400;5600;31,9;20;-;350;80;SI;SI;12%;SIN SUBSIDIO,,,,,
1P 2019 EDIFICIO ON-LOFT Y SUITES;2019;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;4.884,4;70,36;12,05;-;69,4;0,0;0,1;44;5080;5203;44,0;20;-;350;80;SI;SI;5%;SIN SUBSIDIO,,,,,
1P 2020 EDIFICIO ON-LOFT Y SUITES;2020;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;1;1D-1B;2;4.867,3;70,36;12,05;-;69,2;0,2;0,1;8;5007;5240;56,4;20;-;350;80;SI;SI;5%;SIN SUBSIDIO,,,,,
1P 2021 EDIFICIO ON-LOFT Y SUITES;2021;1P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;VENDIDO;8;0;0;1;1D-1B;2;5.104,0;70,36;12,05;-;72,5;0,2;0,1;0;5104;5104;68,5;20;-;350;80;SI;SI;0%;SIN SUBSIDIO,,,,,
2P 2015 EDIFICIO ON-LOFT Y SUITES;2015;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;diciembre-2017;INSTALACION DE FAENAS;NUEVO;8;8;0;0;1D-1B;2;5.225,0;70,36;12,05;-;74,3;0,0;0,0;-;5500;5500;4,4;20;-;320;70;-;-;5%;SIN SUBSIDIO,,,,,
2P 2016 EDIFICIO ON-LOFT Y SUITES;2016;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;diciembre-2017;OBRA GRUESA;EN VENTA;8;0;0;1;1D-1B;2;4.970,9;70,36;12,05;-;70,7;0,2;0,1;41;5124;5341;13,5;20;-;320;70;-;-;5%;SIN SUBSIDIO,,,,,
